Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
16,16.8,16.8.1,SG_INT_VRTADB,Fiji,2005,0.367000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Armenia,2010,0.570000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Sweden,2010,0.608000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Kuwait,2000,0.583000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Belgium,2005,0.587000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Spain,2005,0.587000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Timor-Leste,2010,0.307000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Norway,2010,0.608000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Developing regions,2010,53.8270000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Portugal,2005,0.587000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Papua New Guinea,2005,0.388000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Viet Nam,2010,0.402000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,New Zealand,2015,1.528000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Australia,2015,4.933000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Tuvalu,2015,0.300000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Azerbaijan,2010,0.703000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Cambodia,2010,0.343000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Brunei Darussalam,2010,0.405000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Korea (South),2010,4.875000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Malaysia,2010,2.772000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Indonesia,2010,5.246000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Lao PDR,2010,0.311000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Philippines,2010,2.463000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Turkmenistan,2005,0.517000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Denmark,2005,0.587000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Italy,2005,1.770000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Afghanistan,2015,0.326000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Switzerland,2005,0.783000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Georgia,2005,0.000000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Japan,2000,13.053000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,"Hong Kong, SAR China",2000,0.783000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Kuwait,2010,0.570000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Georgia,2015,0.572000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Korea (South),2015,4.333000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Mongolia,2015,0.311000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Mongolia,2000,0.351000000000000,Float,All,A,T,G,Total,Percentage,P
16,16.8,16.8.1,SG_INT_VRTADB,Brunei Darussalam,2015,0.581000000000000,Float,All,A,T,G,Total,Percentage,P
