Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
6,6.a,6.a.1,DC_TOF_WASHL,Suriname,2009,6.964503,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Peru,2009,107.777441,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Least Developed Countries (LDCs),2014,2975.162028,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Montenegro,2014,31.191972,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Kenya,2009,124.818131,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Northern America,2012,1038.460393,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Dominican Republic,2014,21.450814,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Argentina,2009,2.858878,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Rwanda,2014,35.207993,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Liberia,2014,15.42828,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Benin,2009,66.429499,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,"Micronesia, Federated States of",2009,0.013344,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Haiti,2012,43.899323,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Tonga,2013,3.648907,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,"Macedonia, Republic of",2012,13.390014,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Sub-Saharan Africa (inc. Sudan),2014,2873.582789,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Haiti,2014,66.788857,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,China,2009,354.642777,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Niger,2014,61.925294,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2012,216.086174,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Angola,2009,15.398853,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Solomon Islands,2014,8.660269,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Kazakhstan,2014,0.024152,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Tuvalu,2014,0.209016,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Solomon Islands,2013,18.93946,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Jamaica,2012,1.159714,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Mayotte,2009,2.008036,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Mongolia,2009,14.17764,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Ghana,2009,63.982765,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Least Developed Countries (LDCs),2013,2932.16594,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Nigeria,2014,177.854591,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Grenada,2014,0.019198,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Djibouti,2009,6.957167,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Venezuela (Bolivarian Republic),2009,0.208373,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Belize,2012,0.558928,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Samoa,2014,15.47872,Float,All,A,T,NA,Total,USD,P
6,6.a,6.a.1,DC_TOF_WASHL,Montenegro,2012,44.512712,Float,All,A,T,NA,Total,USD,P
