Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
5,5.5,5.5.2,IC_GEN_MGTL,Sweden,2003,30.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Venezuela (Bolivarian Republic),2011,32.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Dominican Republic,2003,31.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Barbados,2014,48.6,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Slovakia,2002,31.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Kyrgyzstan,2011,29.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Puerto Rico,2003,41.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Antigua and Barbuda,2001,45.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Montenegro,2003,26.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Mongolia,2011,38.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Anguilla,2001,52.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,United Kingdom,2003,32.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Romania,2002,33.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Paraguay,2011,34.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Iceland,2010,34.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Brazil,2003,33.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Lithuania,2003,40.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Norway,2003,28.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Canada,2007,36.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Czech Republic,2002,26.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Moldova,2002,40.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Croatia,2010,25.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Peru,2011,35.6,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Kazakhstan,2003,34.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Sweden,2010,31.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Latvia,2003,39.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Poland,2002,31.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Bhutan,2011,26.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Cayman Islands,2014,38.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Mexico,2014,35.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Mexico,2003,23.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Austria,2001,30.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Malta,2003,19.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Panama,2003,39.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Kazakhstan,2011,38.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Japan,2011,11.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Spain,2001,32.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Ireland,2010,39.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Russian Federation,2002,37.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Nicaragua,2003,40.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Italy,2003,20.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Slovenia,2001,31.6,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Uruguay,2011,43.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Hungary,2002,35.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Sri Lanka,2011,25.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Dominican Republic,2014,34.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Russian Federation,2003,38.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Portugal,2011,33.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,"Hong Kong, SAR China",2011,32.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Belgium,2011,29.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Philippines,2011,52.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Cyprus,2011,15.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Moldova,2003,39.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Germany,2003,28.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Slovakia,2003,33.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Dominican Republic,2011,42.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,"Macedonia, Republic of",2003,26.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Netherlands,2011,29.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Austria,2003,27.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Ireland,2003,28.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Luxembourg,2011,24.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Israel,2011,35.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,El Salvador,2003,32.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,South Africa,2011,31.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Panama,2011,46.0,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Azerbaijan,2011,32.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Aruba,2011,42.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Luxembourg,2003,28.8,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Austria,2011,27.5,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Guatemala,2011,48.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Switzerland,2003,28.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Korea (South),2011,10.1,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Thailand,2011,24.6,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Costa Rica,2011,35.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,France,2003,35.4,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,France,2011,39.3,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Hungary,2003,34.2,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Singapore,2011,33.9,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Netherlands,2003,25.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Cayman Islands,2011,43.7,Float,All,A,T,C,Female,Percentage,P
5,5.5,5.5.2,IC_GEN_MGTL,Germany,2011,30.3,Float,All,A,T,C,Female,Percentage,P
