Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
17,17.4,17.4.1,DT_TDS_DECT,Central African Republic,2014,7.84848200019,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Jordan,2014,6.99549545528,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Yemen,2014,3.72815963214,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Georgia,2014,5.87481409797,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Chad,2014,10.07793637483,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Lebanon,2014,18.15428403495,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,South America,2009,9.16222283834,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Northern Africa,2014,5.99498898493,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Turkey,2014,5.12314540717,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Mexico,2009,7.11521800998,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Sudan,2014,4.25742819566,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Egypt,2014,12.23622510032,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Indonesia,2009,7.75852415168,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Algeria,2014,0.35240448422,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Morocco,2014,7.59424405836,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,South Africa,2014,2.95350927815,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Swaziland,2014,1.69129035870,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Thailand,2014,0.28270873146,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Lao PDR,2014,6.38010355762,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Philippines,2014,6.11470600934,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Cambodia,2014,1.18066220181,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Myanmar,2014,0.46118206358,Float,All,A,T,NA,Total,Percentage,P
17,17.4,17.4.1,DT_TDS_DECT,Guinea,2014,4.38511950135,Float,All,A,T,NA,Total,Percentage,P
