Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
4,4.b,4.b.1,DC_TOF_SCHIPSL,Ecuador,2012,1.719217,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Peru,2012,2.82105,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Asia,2006,170.70874,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Indonesia,2009,57.591242,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Uzbekistan,2012,4.812031,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Eritrea,2014,0.115429,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Malaysia,2014,6.524824,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Cambodia,2009,13.458842,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Lao PDR,2009,10.013369,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Zimbabwe,2014,1.604113,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,India,2012,17.922197,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Turkmenistan,2012,0.515935,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Liberia,2014,0.726095,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Kazakhstan,2012,3.01812,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Cuba,2012,1.36682,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Mongolia,2012,12.347206,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Togo,2014,1.614471,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Gabon,2014,1.750015,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Nigeria,2014,3.735245,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Maldives,2012,3.932781,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Mali,2014,3.567773,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Guyana,2012,0.355575,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Palau,2014,0.201211,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Chad,2014,1.188318,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Myanmar,2014,10.768989,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Malawi,2014,1.653936,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Malaysia,2009,7.514048,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Kenya,2014,5.682232,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Southern Asia,2012,93.841516,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Eastern Asia (excluding Japan and China),2006,3.647048,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Central Asia,2012,13.729671,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Azerbaijan,2014,1.751476,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Suriname,2012,0.028035,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Tajikistan,2012,1.685083,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Oceania,2014,50.227821,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Europe,2012,20.037055,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Mauritania,2014,1.333087,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Congo, (Kinshasa)",2014,3.42796,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Ethiopia,2014,5.163135,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Namibia,2014,1.361548,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Niger,2014,0.861984,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Middle Africa,2014,21.291103,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Lao PDR,2014,14.465604,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Sierra Leone,2014,0.710181,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Afghanistan,2012,7.804416,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Antigua and Barbuda,2012,0.043465,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Nauru,2014,0.420286,Float,All,A,T,NA,Total,USD,P
4,4.b,4.b.1,DC_TOF_SCHIPSL,Bangladesh,2012,18.089804,Float,All,A,T,NA,Total,USD,P
